id,text,target,stance,sarcasm,sentiment,datetime
1035,#لا_للتطعيم_الاجباري59 #لا_للتطعيم_الاجباري60 الكثرة لم تكن في يوم من الأيام مقياس للصح والخطأ. وفي القرآن الكريم الكثير من الشواهد على ذلك. لو تم تطعيم ٧ مليار إنسان بسموم كورونا  فلن أكون واحد منهم بإذن الله. URL,Covid Vaccine,Against,No,Negative,2021-07-11 13:05:40+00:00
1036,  صار لي ساعة أحاول أسدد  الآن في ظل التحول الإلكتروني المفروض أسهل شيء عملية السداد وأنتم شكلكم ماتبغونا نسدد,Digital Transformation,Against,No,Negative,2021-08-13 13:22:50+00:00
1037, سبق و اجتمعنا مع هالشخص كان يحرص على عدم وجود اوراق بالاجتماع و يحث على التحول الالكتروني لفتت انتباهي هالنقطة 👍🏻,Digital Transformation,Favor,No,Neutral,2020-04-16 06:50:31+00:00
1038,الجرعة الثالثة من تطعيم كورونا تمت 💪💪 الحمدلله,Covid Vaccine,Favor,No,Positive,2021-11-11 13:45:38+00:00
1039, أي تحول رقمي هداك الله التحول الرقمي يحتاج إلى بنية تحتية تأمنها شركات الإتصالات العاملة في السوق السعودي وهذي طبعاً شبه معدومة ــ واسوأ إنترنت بالعالم عندنا تلفون التواصل مع زين ــ هذا شاربي إذا رد عليك أحد   فقط المجيب الآلي يهذر عليك مركز تواصل ,Digital Transformation,Against,Yes,Negative,2018-07-08 13:58:38+00:00
1040,#التحول_الرقمي   هو الاستثمار في الفكر وتغيير السلوك لإحداث تحول جذري في طريقة العمل عن طريق الاستفادة من التطور التقني الكبير الحاصل لخدمة المستفيدين بشكل أسرع وأفضل.  ويوفر التحول الرقمي إمكانات ضخمة لبناء مجتمعات فعالة  تنافسية   ومستدامة .,Digital Transformation,Favor,No,Positive,2020-06-18 19:16:21+00:00
1041,المملكة تعتبر رائدة التطور في المجال التقني خصوصا مع اطلاق برنامج قمه والي يعتبر البرنامج الاضخم لدعم التحول التقني الي نعيشه اليوم 👏🏻 #أضخم_اطلاق_تقني_في_السعودية,Digital Transformation,Favor,No,Negative,2021-08-25 16:15:37+00:00
1042,كل الشكر والتقدير لسمو الشيخ محمد بن راشد لإيمانه بدور المرأة الإماراتية، وبمناسبة اليوم العالمي للمرأة، وتعزيزا لدورها الرائد في تمكين المرأة في القطاع الرياضي، تم تكريم النماذج الإبداعية، وتنظيم الملتقيات والندوات والمؤتمرات الرياضية المخصصة للمرأة في المجال الرياضي. ,Women empowerment,Favor,No,Positive,2021-03-08 10:55:27+00:00
1043, طريقة بدائية … اعتقد لا تتوافق مع النظام و مع التحول الالكتروني الحاصل. هذا هو الحل الامثل. 👇 URL,Digital Transformation,Favor,No,Negative,2021-08-27 13:54:48+00:00
1044,مرحبا بكم في الحساب الرسمي لمؤسسة تمكين المرأة اليمنية ,Women empowerment,Favor,No,Neutral,2020-12-21 19:46:45+00:00
1045, قسم بالله شئ يقهر شباب من ضمنهم اخواني يبحثون عن وظائف وضاعت أعمارهم  وذولا تمكين المرأة وبربسه اخرتها تمكين المرأة  ب العمل بمحل سباكه ويعتبرونه انجاز عظيم ولا يهمهم ما يطرح من وظائف براتب وأسلوب  مهين للشباب,Women empowerment,Against,No,Negative,2020-12-13 00:23:38+00:00
1046,شكراً لحكومتنا الغالية وولاة أمورنا على كل شي يسوونه لأبناءها. #تطعيم_كورونا 💉🦠 ,Covid Vaccine,Favor,No,Positive,2021-03-17 14:35:06+00:00
1047,بدا التنافس على انتهاز البشرية بيل جيتس يبيع لنا تطعيم كورونا ويفشي الاوبئه  ايلون ماسك يبي يزرع فينا شرايح ويقول وداعاً للموت  غدينا فيران تجارب URL,Covid Vaccine,Against,No,Negative,2022-05-06 13:45:07+00:00
1048, هكذا يريدون هوات التغريب تمكين المرأة تدريجياً لكن قيل (لن يفلح قوم ولوا أمرهم إمرأة,Women empowerment,Against,No,Negative,2021-03-25 02:18:46+00:00
1049,من يوم 10 أكتوبر سوف يسمح فقط لمن تلقوا جرعتى تطعيم ضد فيروس كورونا بدخول المصالح الحكومية و الخاصة و ركوب المواصلات العامة و الطائرات فى السعودية .. عقبالنا أن شاء الله,Covid Vaccine,Favor,No,Neutral,2021-10-01 16:21:34+00:00
1050,  لو كان الموضوع كله مؤامرة ماسونيه   لماذا يتم تطعيم الاسرائليين حتى الجرعة الرابعة؟ واذكر حضرتك أن من قالوا ان ١١ سبتمبر كان مؤامرة قالوا  تم إبلاغ اليهود بعدم الذهاب إلى برجيي التجارة العالمية ذلك اليوم. فيكون المنطقي منع اللقاح ,Covid Vaccine,Favor,No,Neutral,2021-09-28 12:37:13+00:00
1051,  التحول الرقمي كان ينادي به السلطان قابوس في 2008 مر على مناداته للحكومة بالتحول الرقمي والربط الإلكتروني 13 عام وإلى اليوم التقدم بطء ودون الطموح للآسف,Digital Transformation,Favor,No,Negative,2021-07-02 07:08:26+00:00
1052,بعد اليوم لا تحتاج إلى الحضور شخصيًا حتى توقع مستنداتك! #تقدم_بذكاء واجعلها إلكترونيًا 👌 تعرّف على الأدوات التي تساعدك على ذلك مع #انفوجرافيك_مزن 🔻  URL URL,Digital Transformation,None,No,Positive,2022-05-15 09:07:00+00:00
1053,"قدّم أ. عدنان زين الدين عرضًا لبرنامج التحول الرقمي داخل الصف وذلك من خلال استحداث برنامج ""كشوف المتابعة الإلكتروني"" ؛ ويأتي هذا البرنامج تحقيقا لرؤية المملكة 2030 من خلال التميز في العملية التعليمية.  #ثانوية_ابن_النفيس  #الهيئة_الملكية_بينبع URL",Digital Transformation,Favor,No,Neutral,2022-04-11 09:38:40+00:00
1054,أرقام مبهجة عن تمكين المرأة ... والقادم أجمل #السعودية ,Women empowerment,Favor,No,Positive,2021-01-12 20:42:52+00:00
1055,#الحمدلله من قبل ومن بعد تم تطعيم #الجرعه_الثالثه ونسأل #الله العافيه والسلامه  #نعم_للتطعيم 👍🏻 #كورونا URL,Covid Vaccine,Favor,No,Positive,2021-10-17 11:52:47+00:00
1056,MENTION ترابط ارتفاع الاصابات مع حملات التطعيم /2 دول لم تقم بحملات تطعيم نسبة الاصابات فيها متدنية  ودليل  على خدعة كورونا  عدد سكان تايوان ٢٣ مليون  الاصابات فيها حوالي 1039   لو كان هناك وباء لكانت الوفيات بالملايين  وليس. ١٠ اشخاص   URL,Covid Vaccine,Against,No,Negative,2021-04-29 19:42:59+00:00
1057,  نعم صحيح  وأنا منهم خاصتن بعد ما اخذنا تطعيم كورونا,Covid Vaccine,None,No,Neutral,2022-05-15 08:14:36+00:00
1058,"إيمانًا بدورها الفاعل في رحلة التحول الرقمي، وتحفيزًا لاستمرار تمكينها؛ تأتي ""جائزة تمكين المرأة في قطاع الاتصالات وتقنية المعلومات"" لتحقيق أهداف التنمية المستدامة كإحدى مبادرات التنوع والشمولية  #قائدات_التقنية ",Women empowerment,Favor,No,Positive,2021-03-08 10:00:02+00:00
1059,#لا_للتطعيم_الاجباري75 أعادت أيسلندا جميع قيود كورونا بما في ذلك الكمامات   مع ارتفاع الإصابات بين المتلقحين .   يتم تطعيم 90٪ من الأشخاص فوق سن 16 عامًا.   لذا فإن جوازات سفر اللقاح ستكون بلا معنى على الإطلاق. URL,Covid Vaccine,Against,No,Neutral,2021-07-26 19:53:19+00:00
1060,يبدو أن العالم سينشغل طويلا بمواجهة فايروس كورونا، حتى لو تم التطعيم ضد الفايروس، وقللنا فرص الإنتشار والإصابة. فلو فُرض بأنه تم تطعيم جميع السكان ببلد ما خلال عام، فإن من أخذ اللقاح في بداية العام يجب عليه أخذ اللقاح مرة أخرى لكون فترة صلاحية التطعيم لا تزيد عن عام بأفضل الأحوال,Covid Vaccine,None,No,Neutral,2021-04-25 21:35:15+00:00
1061,طبعا جاهل الصهاينة المحتلين الاسرائليين تم تطعيم كامل الشعب اول دولة تحصن جميع الشعب بلقاح كورونا ماعندهم مثلكم مجنن يقلون ان كورونا خدعة,Covid Vaccine,Favor,No,Neutral,2021-04-05 18:53:44+00:00
1062,بلادنا عندنا ترسم خطة التمكين، تَفْعل 💪🏻  اليوم، #المرأة_السعودية أحد أعمدة الأمن والأمان في الوطن 🇸🇦🤍 فخر🤍  #تمكين_المرأة #السعودية ,Women empowerment,Favor,No,Positive,2021-04-19 16:32:03+00:00
1063,حمدلله اخذت جرعه باقي الثانيه بس السؤال هما ليش يطعنونا بالابره زي الخنجر مو زي تطعيم الانفلونزا بشويش  🤣  #اخذتم_لقاح_كورونا_والا_باقي,Covid Vaccine,Favor,Yes,Positive,2021-04-16 23:21:06+00:00
1064,MENTION MENTION MENTION يا عزيزي تطعيم كورونا هي نفس تطعيمات اللي ياخذه ولدك وهي نفسها تطعيمات الانفلونزا الموسمية هل يوم اخذت التطعيمات يوم كنت صغير طلع ولدك مشتوه ولا نبتتلك رجل ثالثه ؟؟,Covid Vaccine,Favor,No,Positive,2021-05-07 19:33:12+00:00
1065, تجارب مميزة من الميدان وعمل دؤوب من فريق مركز الدعم الإلكتروني في سبيل تحقيق رؤية وتطلعات الوطن لمواكبة التحول الرقمي فخورين فيكم ومتفائلين بأن القادم أجمل #مبادرات_بوابه_المستقبل,Digital Transformation,Favor,No,Positive,2020-02-27 04:28:16+00:00
1066,MENTION #كشف_المستور_اللقاح_سلاح_بيولوجى 🚀🚀🚀🚀 مؤامره كورونا لتقليل عدد سكان الارض حيث اعترف بل جيتس بالمؤامره اللقاح والتطعيم الذى يصيب المطعمين بالعقم وسمومه لقاح بيولوجى يغير جينات الانسان الوارثيه ويقضى على المناعه الطبيعيه ويصبح مدمن لقاح مدمن تطعيم جرعات تالثه ورابعه وخمسه 💉💉 URL,Covid Vaccine,Against,No,Negative,2021-09-03 18:06:27+00:00
1067,MENTION MENTION فيها ناس تطعموا مرتين وجتهم كورونا ما منع التطعيم بشيء نسبة الي ماتوا من كورونا ما يتجاوز ٢ % ومشكوك في الرقم واغلب الي ماتوا من امراض مزمنه او كبر في السن واجبار الناس على تطعيم غير انه تجريبي ولم يثبت فعاليته ؟؟؟؟,Covid Vaccine,Against,No,Negative,2021-08-01 09:10:15+00:00
1068, موفقين ان شاء الله لدعم نهضة التحول الالكتروني  و #عُمان_نهضة_متجددة,Digital Transformation,Favor,No,Positive,2020-07-29 06:22:00+00:00
1069,أنا أشك في مصداقية الحكومه في عدد الاصابات ب #فايروس_كورونا وأعتقد هذه الارقام غير حقيقيه وتريد الحكومه إجبار المواطنين علي  أخذ التطعيم عنوه وخوف بعد عزوف عدد كبير منهم عن أخذ تطعيم #كورونا  .,Covid Vaccine,Against,No,Negative,2021-02-06 15:30:19+00:00
1070,   اتفق معاك تماما...نحن للاسف فاهمين التحول الالكتروني بالعكس ...طبعا معامله بالنظام العادي تاخذ يومين بالالكتروني تاخذ اشهر...الالكتروني وضع لاختصار الوقت والزمن وتسريع الاداء مش العكس,Digital Transformation,Favor,No,Positive,2020-08-20 12:54:55+00:00
1071,الله يلعن تمكين المرأة اللي تعرفونه وصجيتونا فيه بكل المحافل شوفوا الواقع كيف : ,Women empowerment,Against,No,Negative,2021-03-23 14:55:01+00:00
1072,والحل مع السلات المتروكه مع كل نشر بحساباتي يدخلوا الموقع ويطلبوا لين يوصلوا عن الدفع يكنسلوا ويرجعوا يطلبوا دفع عن الاستلام 😒 مع كل هذا التحول التقني للان في ناس عالقه بالدفع عند الاستلام يهوووه URL,Digital Transformation,Against,No,Negative,2021-11-24 08:28:45+00:00
1073,بطريقة تتناسب مع مبادئنا وقيمنا الاجتماعية والأخلاقية نشارك في دعم أهمية تمكين المرأة السعودية و العمل على تكافؤ الفرص بين المرأة والرجل. #اعتمدي_علي  #يوم_المرأة,Women empowerment,Favor,No,Positive,2021-03-08 19:49:19+00:00
1074,  التحول الالكتروني لن يفيد إذا كانت عقول [ بعض] الموظفين متحجرة...!  نحتاج تحول للعقول أولاً.  #التحول_الالكتروني #التحول_المؤسسي #الحكومة_الإلكترونية,Digital Transformation,Against,No,Negative,2020-10-06 13:30:33+00:00
1075,#تطعيم كورونا: سبق وان اجبت بالنفي عن اخذ التطعيم ولكن بعد دراسة متانية والاطلاع على نتيجة دراسة علمية حديث جداً موثقة موثوقة اصبح لدي قناعة بناء على هذه المعلومات ان التطعيم امن ويعطي مناعة جيدة وطويلة بناء على دراسة اطباء وممارسين صحيين اخذوا التطعيم وتمت متابعتهم ستة اشهر ,Covid Vaccine,Favor,No,Neutral,2021-01-05 04:55:15+00:00
1076, ياسلام صراحه خطوه جباره من الاسكان هذا التحول الملحوظ بحيث يمكن للواحد معرفه ان كان مستحق ام وحجز الوحدات السكنيه ومعرفه العروض التمويليه وتوقيق كل شي الالكتروني وانت جالس في بيتك,Digital Transformation,Favor,No,Neutral,2020-03-22 20:01:28+00:00
1077,في عالم يتقدم بسرعة نحو التحول الرقمي بالكامل   تعد رسائل البريد الإلكتروني جزءًا لا يمكن الاستغناء عنه في حياتنا العملية. يتم إرسال جميع رسائلنا الأساسية وإيجازات المهام والبيانات الرسمية والإعلانات وما إلى ذلك عبر البريد الإلكتروني.  #Android #Gmail  URL URL,Digital Transformation,Favor,No,Negative,2021-03-23 17:27:41+00:00
1078, مش تبي الكتروني . اهو الكتروني . نقله من تعبئة نماذج من ورقة وقلم الي كبيوررد وشاشة . هذه تعريف التحول الالكتروني 😅,Digital Transformation,Favor,No,Positive,2022-01-08 16:11:44+00:00
1079, تطعيم كورونا بدون حضور  جرعه اولى  جرعه ثانيه جرعه ثالثه الاتعاب بعد الانجاز بذمتك,Covid Vaccine,None,No,Negative,2022-04-29 06:28:39+00:00
1080,إدارة بايدن تدعم رفع الحماية الفكرية عن تطعيم كورونا لتشجيع إنتاجه عالميا  وين أصحاب نظرية المؤامرات عن السالفة كلها تجارة وشركات أدوية وامتصاص الأموال  🤔🤔🤔 ,Covid Vaccine,Favor,No,Neutral,2021-05-05 19:48:29+00:00
1081,طيب يامتحدث الصحه لماذا لم تاخذ تطعيم كورونا,Covid Vaccine,Against,No,Neutral,2020-12-22 17:04:48+00:00
1082,#تطعيم_كورونا  #الكويت  الحمدالله اخذت الجرعة الاولى اسأل الله الشفاء للجميع  اللهم ارفع البلاء والوباء عن المسلمين ,Covid Vaccine,Favor,No,Positive,2021-04-22 13:48:45+00:00
1083,وش اكثر من التمكين ؟ - يحق لكل سيدة كويتية الترشح والتصويت. بس ترا تمكين المرأة مو معناها تهميش الرجل أو إجبار الشعب يصوتون للحريم. - كش وجه. ,Women empowerment,Favor,No,Neutral,2020-12-08 17:02:09+00:00
1084,عندي فضفضة عن إشاعات تطعيم كورونا  في ايش قصر معاكم إعلام وزارة الصحة عشان تلجؤوا لإشاعات الواتساب؟  للأسف إشاعات سخيفة غير منطقية حتى,Covid Vaccine,Favor,No,Neutral,2021-02-28 13:56:56+00:00
1085, لازلت اقول التحول الالكتروني التام افرز سلبيات كثيره وياليته بالتدرج تلافيا للاخطاء والملاحظات  وبعض الخصوم المماطلين والمتحايلين يقول شكرا شكرا من وراء حجاب لانه وجد الثغرات التي يبحث عنها,Digital Transformation,Against,No,Negative,2020-11-25 10:46:54+00:00
1086,السعودية في مصاف الدول الاولى في التحول التقني   تطبيق توكلنا كمثال يحتوي على جميع البطاقات التعريفية اللي يحتاجها المواطن والمقيم و معتمدة في جميع التعاملات ✅ شارك وش أكثر  إنجاز تفتخر فيه عبر هاشتاق #إهداء_للتاريخ    اعلان URL,Digital Transformation,Favor,No,Negative,2021-06-11 19:49:15+00:00
1087,تصميم مواقع   شركة تو ايجي تقدم رؤية جديدة لعملائها في تصميم مواقع الكتروني للشركات والمؤسسات الجديدة بـ اسعار تتناسب مع الجميع مقابل خدمات متكاملة تساعدك في التحول الرقمي مع النظام الالكتروني الجديدة في المملكة العربية السعودية. #تصميم_مواقع URL URL,Digital Transformation,Favor,No,Positive,2021-11-23 10:22:27+00:00
1088,نحن نؤمن بأن جهود المرأة وابتكاراتها ساعدت على وصول قطاع التكنولوجيا إلى ما هو عليه اليوم، لذا في #تمكين_للتقنيات نفخر بأن ٤٢٪ من موظفينا نساء يلعبون دور هام في نجاحنا. #يوم_المراه_العالمي 🧕🏼 ,Women empowerment,Favor,No,Positive,2021-03-08 09:33:21+00:00
1089,"محاولة ترسيخ صورة نمطية في الذهن  ان المرأة هي من تقود الأمور نيابةٍ عن الرجل! نتفهم ان هناك حقوق للمرأة في اطار الشريعة  اما زيادة الأمور عن حدها الطبيعي ومحاولة ""تمكين المرأة"" من رقبة الرجل وحكمه  فهذا أمر شنيع!   الرجل الذي يقبل بذلك ""ان يقاد"" هو ناقص  احترمها ولاتخليها تقودك URL",Women empowerment,Against,No,Negative,2022-04-01 09:32:58+00:00
1090, طيب الوسيلة تغيّرت والصحافة باقية... سواء ورقي أم إلكتروني... التحول الإلكتروني لا يعني إلغاء المهنة,Digital Transformation,Against,No,Negative,2020-08-24 09:28:33+00:00
1091, السلام عليكم ورحمة الله وبركاته ما شاء الله تبارك الله خدمات ممتازه جدا خمس طلبات مواعيد مرفوضه وراجعنا المحكمه وقالوا موعد هذا التحول الإلكتروني والا فلا تحياتي لكم محاكم بلا  ورق,Digital Transformation,Favor,No,Negative,2020-07-03 03:14:04+00:00
1092," ويقولش ""التحول الالكتروني"" 🤣",Digital Transformation,Against,Yes,Neutral,2021-02-21 13:36:19+00:00
1093, سلاح ثور الوحيد اللي يميزة عن باقي الشخصيات لأنه الوحيد اللي يقدر يحمله   وأكتشفنا بقدرة قادر أن كابتن أمريكا يقدر يحملها والآن حبيبتة !!؟ تقدر تصنع قصة جميله بدون حدث مفاجئ عشان تعتمد ع عامل الصدمه وغير إني شام ريحة تمكين المرأة 😂,Women empowerment,None,No,Neutral,2022-04-20 19:01:17+00:00
1094,      الفساد هو وظيفة المراه وقيادتها للسيارة وكثرة خروجها من المنزل  تمكين المراه والقوانين الحديثه هي الفساد بعينه  ومن يتزوج في هذا الزمن وفي ظل هذه القوانين ارتكب مخاطره كبيره وان مو ,Women empowerment,Against,No,Negative,2021-03-28 10:22:30+00:00
1095, التحول الرقمي هو تحوّل ثقافي في الاساس أما الجانب التقني فهو الأسهل,Digital Transformation,Favor,No,Positive,2022-03-03 13:52:55+00:00
1096,رؤساء وملوك وطاقم طبي وصفوف اولى تبدأ التطعيم ولازال عندنا البعض يقولك لا تطعم 🤔🤔#تطعيم_كورونا URL,Covid Vaccine,Favor,No,Positive,2020-12-26 04:21:09+00:00
1097,MENTION يادكتور  المانيا من الدول الغنيه ولم يتم تطعيم سوى٦٠٪من الشعب بسبب شكوك المواطن الالمانى في اللقاح واضرار اللقاح والجرعتين مئات العلماء حول العالم من جنسيات مختلفه لهم فيدوهات منتشره بيشككون بجدوى اللقاح  علماء متخصيين يشككون في فاعليه #لقاحات_كورونا فما بالك بالعوام ماذا يقولون؟,Covid Vaccine,None,No,Neutral,2021-11-27 17:15:45+00:00
1098,MENTION MENTION MENTION جاوبي    ليش بعد تطعيم معظم سكان بريطانيا    تضاعفت حالات كورونا ؟,Covid Vaccine,Against,No,Neutral,2021-07-25 05:54:22+00:00
1099,لا بُدَّ من تحول الأنظمة القضائية التقليدية نحو الإلكترونية؛ في سبيل الوصول لعادلة ناجزة  فلا يمكن أن تكون العدالة بعيدًا عن التحول الإلكتروني وما نشاهده اليوم في هذا الإطار المعلوماتي من تطورٍ يستدعي منا المُضي قدمًا في سبيلِ بناء أسس رصينة لعدالة إلكترونية.,Digital Transformation,Favor,No,Positive,2020-11-18 09:55:30+00:00
1100, خليها تتواصل مع الزملاء في شركه التحول التقني  URL  باذن الله تجد الدعم المطلوب  مع التاكيد على صحه كلامك في اهميه الاهتمام بالادوات المساعده   خصوصا مع توفر الخيارات المقبولة ماديا,Digital Transformation,Favor,No,Positive,2021-09-06 17:48:27+00:00
1101,توي اخذت تطعيم كورونا ( فايزر )  في مركز معارض الرياض ، شغل جبار وتنظيم رهيب ، غير اني استغرقت فقط ٢٠ دقيقة ، هذا وانا جاي الساعة 10 يعني عز الزحمة ، ولكن ماشاء الله جهد جبار #السعودية #كورونا #فايزر,Covid Vaccine,None,Yes,Positive,2021-04-18 19:55:45+00:00
1102,  سهله هذي بكرا قدام الكاميرات ياخذون ابرة فيتامين او تطعيم انفلونزا ولقاح كورونا لها ناسها واهلها الطيبيين الحليلين,Covid Vaccine,Against,No,Neutral,2020-12-23 10:05:43+00:00
1103, نسميها ام ثوم عشان تمكين المرأة و كذا,Women empowerment,Against,No,Negative,2022-04-21 22:34:00+00:00
1104,MENTION لن يقضي التطعيم على كورونا  لأنه تطعيم فاشل وضعيف,Covid Vaccine,Against,No,Negative,2021-09-18 23:09:09+00:00
1105,أتمنى فتح ملف تحقيق و محاسبة كل من يسيء للمرأة العاملة و يتهمها بأبشع الكلام ، مثل هذا الشيء يعطل مصالح المرأة و الوطن لان المرأة السعودية عنصر مهم و مكمل للاقتصاد السعودي .         #تمكين_المرأة   #المرأة_نصف_المجتمع   #المرأة_في_السعودية ,Women empowerment,Favor,No,Positive,2021-03-22 11:45:27+00:00
1106, وين تمكين المرأة؟,Women empowerment,None,No,Negative,2022-04-18 13:11:14+00:00
1107,ومن هم تجار المخدرات الحقيقيين في هذا العالم   أم أنهم يعلمون وكالعادة يمارسون الدجل عبر الاعلام والذباب الالكتروني   كما سارعب بعض الأنظمة بامتداح جيوشها بزعم أنها منعت بلادها من التحول صوب النموذج الطالباني  (9),Digital Transformation,Favor,No,Positive,2021-08-18 16:05:25+00:00
1108,MENTION MENTION روح خذ الجرعة التنشيطية و خل عنك الغير ملقح  لأنك إذا تحصنت تحمي الغير ملقح كذلك  فخليك بطل.,Covid Vaccine,Favor,No,Neutral,2021-11-25 15:43:43+00:00
1109,#لا_للتطعيم_الاجباري205 تطعيم مايمنع كورونا وش فائدته .. انا ابغى اتكورن وماابغى اخذ اللقاح,Covid Vaccine,Against,Yes,Negative,2021-12-03 17:19:06+00:00
1110,اتابع تغطية سمو أمير #منطقة_القصيم خلال افتتاح مبنى الكلية التقنية للبنات في مدينة #بريدة  عبر سناب  زيارة رائعة تتسم بأهمية تمكين المرأة الأمير مستمع رائع ومحفز يمنح من امامه الاريحية للتحدث ختم جولته داعماً المنسوبات ب ِأنتن ( كحيلات الوطن ) ,Women empowerment,Favor,No,Positive,2021-10-04 12:34:52+00:00
1111,واخيراااااا #تطعيم_كورونا ,Covid Vaccine,Favor,No,Positive,2021-08-29 12:45:32+00:00
1112, أهم شي تمكين المرأة   ودفعها إلى سوق العمل   الخصوبة والأسرة وقيم المجتمع آخر شي نفكر فيه,Women empowerment,Against,No,Negative,2022-01-28 14:22:42+00:00
1113,#تطعيم_كورونا امي تقول يجيب عُقم   تتوقعون الموضوع يحتاج رضا الوالدين ؟ ,Covid Vaccine,None,Yes,Neutral,2021-03-05 14:31:47+00:00
1114,بسبب #كورونا   الجميع الآن يود ان يلتحق مع الركب نحو التوجه عالميًا الى التحول الرقمي والتطور التكنولوجي من خلال استخدام التكنولوجيا في المعاملات الحكومية  #التعليم_عن_بعد   #التعليم_الإلكتروني   والاجتماعات الالكترونية  الخ.  أن تأتي متأخرا خير من أن لا تأتي!,Digital Transformation,Favor,No,Neutral,2020-05-09 13:58:19+00:00
1115,ليست نصف المجتمع ... بل كل المجتمع #يوم_المرأة_العالمي #يوم_المرأة  #تمكين_المرأة ,Women empowerment,Favor,No,Positive,2021-03-08 08:28:07+00:00
1116,لاستكمال منظومة التحول الرقمي ..  #وزارة_العدل تتيح خدمة #التقاضي_الإلكتروني للمستفيدين .. تعرف على الخطوات وإجراءات التقاضي. #السعودية_الجديدة #رؤية_2030 URL,Digital Transformation,Favor,No,Positive,2020-06-05 00:12:03+00:00
1117,ماحد قتل المرأة وهي حية تتنفس الا الصحوة ' زمان كانت نسبة العنف و الفقر و البطالة و حتى الامراض النفسية عند النساء مرتفعة و بعد القرارت الايجابية تغير حالها للافضل عن السابق  . #تمكين_المرأة ,Women empowerment,Against,No,Positive,2021-01-10 05:28:15+00:00
1118,حازت مؤسسة حمد الطبية على جائزة  مايكروسوفت للتحول الرقمي خلال حفل خاص أقيم بهذه المناسبة لتكريم المؤسسات المتميزة والمبتكرة على مستوى دولة قطر في التحول الرقمي. . URL URL,Digital Transformation,Favor,No,Positive,2019-07-17 05:01:04+00:00
1119, ليش عاد فيه احد يتطعم من كوفيد-19.. خلاص العالم وقف تطعيم. و الدول فتحت حدودها و لم تعد تطلب حتى شهادة تلقيح او فحص كورونا..,Covid Vaccine,Against,No,Neutral,2022-05-14 02:34:48+00:00
1120,  كلش ما ساعدوني المطعمين بشي - بالعكس عتونا وخلوا أمد الأزمة يطول ولا الحالات بفضل الله بنزول من ١٢/٢٠٢٠ وبدون تطعيم قبل لا يوصل    يوم حاشتني كورونا كانت من مطعمين بكل أسف اهم حاشتهم قوية واحنا ولا شي يذكر ولا حسينا بشي😄👍🏻  و,Covid Vaccine,Against,No,Negative,2022-04-28 01:32:15+00:00
1121,"لاحظ  -مستقبل المجتمعات يرتبط بالمشاركة ""المتساوية"" والفاعلة للنساء والرجال، إذًا المساواة بين المرأة والرجل أولوية في الرؤية المستقبلية للدولة  -تمكين المرأة أولوية أساسية في رؤية التنمية الإماراتية، يدل على أنه لازال هناك المزيد من التمكين للوصول لمرحلة الكمال والاكتمال ",Women empowerment,Favor,No,Positive,2021-03-07 16:33:00+00:00
1122,عصر تمكين المرأه السعودية ♥️✨. ,Women empowerment,Favor,No,Positive,2021-01-15 15:31:52+00:00
1123,"موعدنا معكم الليلة في محاضرة مباشرة ستتعلم فيها  ""أفضل الممارسات والبرامج في #التسويق  الإلكتروني""   سجِّل الآن 👇 URL . #تقدم_بذكاء URL",Digital Transformation,None,No,Neutral,2022-05-16 11:00:02+00:00
1124, الله يطول لنا بعمره ويخليه ذخر .. عقبال تمكين المرأة أكثر وأكثر,Women empowerment,Favor,No,Positive,2021-02-22 22:50:13+00:00
1125,  ضد تطعيم الأطفال ،،، إذا جاتك كورونا احجر نفسك ١٤ يوم و التزم بالتعليمات و غسل اليدين و عدم المخالطه و ارتداء الكمامه و بعدها تكون متحصن يعني بعد الكورونا تكون متحصن و نسبة الشفاء من كورونا عاليه الحمدلله ما يحتاج تطعيم و لا لقاح ,Covid Vaccine,Against,No,Negative,2021-04-09 03:04:17+00:00
1126,""" المرأة هي مصدر التطور لأي مجتمع، فمن غير تمكين المرأة من الصعب اصلاح المجتمع."" #يوم_المراه_العالمي 🤍",Women empowerment,Favor,No,Positive,2021-03-08 08:20:46+00:00
1127,#لا_للتطعيم_الاجباري205 الي يقولون شفيها ترا من وانت صغير تاخذ تطعيم اي صح من احنا صغار ناخذ وياكثر التطعيمات الي طلعت والناس طعموا ليش؟ لانها بتحميهم من الامراض بأذن الله لكن لما نجي عند لقاح كورونا ليش يقطعون رزقك ورزق عيالك عشان ابره بس !!؟ سالت نفسك ليش اللقاح ذا ماخذ ضجه !؟,Covid Vaccine,Against,No,Negative,2021-12-03 21:22:46+00:00
1128,(١-٧) .. تاريخ بطل ..يدل على اجيال لم يكن اولياء امورهم يسجلونهم بالاحوال المدنية مباشرة  ومن الصدف انه تاريخ احالتهم للتقاعد.. ومن يتخيل تلك الاجيال والتطور الذي وصلنا له والتقدم التقني في الوقت الراهن   فلا بد ان يحمدالله على هذا التحول الرائع الذي كان بدعم ورؤية وطنية ومخلصه..,Digital Transformation,Favor,No,Positive,2020-02-24 20:27:36+00:00
1129,عندي بحث عن تمكين المرأة بحثت في اغلب مقالات والبحوث الموجوده بالعالم ولاحظت ان متفقين أغلب ذكور العالم ان عائق المرأة بالمناصب القيادية هو واجباتها الزوجية والاسرية وكأنها محصورة على المرأة😅,Women empowerment,Favor,No,Neutral,2022-02-15 08:53:40+00:00
